Date,Price,Open,High,Low,Vol.,Change %
2016-01-19,"127,843","127,704","129,087","127,512",,0.05%
2016-01-20,"128,761","127,763","129,142","126,986",,0.72%
2016-01-21,"129,623","128,697","129,772","128,067",,0.67%
2016-01-22,"130,461","129,570","130,720","129,017",,0.65%
2016-01-25,"131,187","130,223","131,466","130,007",,0.56%
2016-01-26,"132,654","131,134","133,127","130,752",,1.12%
2016-01-27,"133,516","132,591","133,865","131,879",,0.65%
2016-01-28,"132,502","133,462","133,595","132,141",,-0.76%
2016-01-29,"135,345","132,426","135,867","132,054",,2.15%
2016-02-01,"136,527","135,301","136,815","135,267",,0.87%
2016-02-02,"135,440","136,473","136,717","134,768",,-0.80%
2016-02-03,"134,696","135,365","135,475","133,680",,-0.55%
2016-02-04,"134,945","134,655","135,315","134,125",,0.18%
2016-02-05,"137,205","134,859","137,429","134,052",,1.67%
2016-02-08,"137,767","137,134","139,094","136,107",,0.41%
2016-02-09,"136,889","137,714","137,944","136,332",,-0.64%
2016-02-10,"135,751","136,815","137,174","135,265",,-0.83%
2016-02-11,"140,213","135,664","141,176","135,144",,3.29%
2016-02-12,"140,178","140,137","140,648","138,550",,-0.03%
2016-02-15,"138,631","140,103","140,642","137,461",,-1.10%
2016-02-16,"136,884","138,550","138,686","136,581",,-1.26%
2016-02-17,"137,897","136,820","138,632","136,670",,0.74%
2016-02-18,"139,365","137,833","140,449","136,708",,1.06%
2016-02-19,"138,258","139,301","139,737","137,707",,-0.79%
2016-02-22,"136,524","138,364","138,547","136,069",,-1.25%
2016-02-23,"137,596","136,425","137,608","136,081",,0.78%
2016-02-24,"137,937","137,520","139,474","136,922",,0.25%
2016-02-25,"139,363","137,875","140,009","136,608",,1.03%
2016-02-26,"139,376","139,299","140,101","137,931",,0.01%
2016-02-29,"139,589","139,136","139,998","138,197",,0.15%
2016-03-01,"140,488","139,519","141,171","138,914",,0.64%
2016-03-02,"140,691","140,432","141,393","139,462",,0.14%
2016-03-03,"143,862","140,628","143,996","140,568",,2.25%
2016-03-04,"143,235","143,799","145,156","142,489",,-0.44%
2016-03-07,"143,816","143,216","144,716","142,841",,0.41%
2016-03-08,"142,052","143,729","144,418","141,786",,-1.23%
2016-03-09,"141,864","141,990","142,470","140,372",,-0.13%
2016-03-10,"143,817","141,801","144,765","141,150",,1.38%
2016-03-11,"142,187","143,767","145,065","142,037",,-1.13%
2016-03-14,"140,605","142,214","143,265","139,861",,-1.11%
2016-03-15,"139,486","140,544","140,797","138,587",,-0.80%
2016-03-16,"142,210","139,388","142,331","139,200",,1.95%
2016-03-17,"140,122","142,092","142,490","139,770",,-1.47%
2016-03-18,"140,054","140,073","140,992","139,082",,-0.05%
2016-03-21,"139,244","139,824","140,095","138,157",,-0.58%
2016-03-22,"140,286","139,161","140,786","139,014",,0.75%
2016-03-23,"137,124","140,225","140,399","136,963",,-2.25%
2016-03-24,"137,405","137,069","138,123","136,837",,0.21%
2016-03-25,"137,547","137,320","137,873","137,101",,0.10%
2016-03-28,"138,534","137,517","138,657","137,232",,0.72%
2016-03-29,"140,018","138,446","140,292","138,073",,1.07%
2016-03-30,"137,704","139,937","140,064","137,445",,-1.65%
2016-03-31,"138,771","137,616","139,202","137,599",,0.77%
2016-04-01,"136,510","138,668","138,754","135,784",,-1.63%
2016-04-04,"135,317","136,485","136,636","135,002",,-0.87%
2016-04-05,"135,876","135,203","136,790","134,952",,0.41%
2016-04-06,"134,208","135,757","136,224","133,309",,-1.23%
2016-04-07,"134,262","134,135","134,670","133,205",,0.04%
2016-04-08,"134,031","134,199","134,955","133,680",,-0.17%
2016-04-11,"135,773","133,983","136,009","133,661",,1.30%
2016-04-12,"136,327","135,711","136,839","135,353",,0.41%
2016-04-13,"135,932","136,266","136,602","135,404",,-0.29%
2016-04-14,"134,277","135,871","135,987","133,582",,-1.22%
2016-04-15,"134,221","134,198","135,046","133,475",,-0.04%
2016-04-18,"134,023","133,507","134,875","132,703",,-0.15%
2016-04-19,"136,555","133,949","137,513","133,863",,1.89%
2016-04-20,"136,681","136,498","137,603","135,616",,0.09%
2016-04-21,"136,692","136,655","139,378","136,377",,0.01%
2016-04-22,"137,759","136,644","138,788","135,953",,0.78%
2016-04-25,"137,661","137,407","138,090","136,652",,-0.07%
2016-04-26,"138,414","137,598","138,636","136,430",,0.55%
2016-04-27,"138,897","138,300","139,593","137,959",,0.35%
2016-04-28,"136,926","138,858","139,091","135,431",,-1.42%
2016-04-29,"137,610","136,851","138,615","136,307",,0.50%
2016-05-02,"137,433","137,445","138,938","137,073",,-0.13%
2016-05-03,"137,094","137,385","137,691","136,139",,-0.25%
2016-05-04,"136,926","137,045","137,826","136,080",,-0.12%
2016-05-05,"137,077","136,852","137,725","136,042",,0.11%
2016-05-06,"138,052","137,029","138,432","136,146",,0.71%
2016-05-09,"136,906","137,977","138,319","136,597",,-0.83%
2016-05-10,"138,374","136,871","138,725","136,561",,1.07%
2016-05-11,"138,509","138,311","139,169","137,835",,0.10%
2016-05-12,"137,753","138,473","139,432","137,549",,-0.55%
2016-05-13,"138,333","137,679","139,058","137,620",,0.42%
2016-05-16,"138,883","138,206","140,158","137,901",,0.40%
2016-05-17,"139,677","138,820","139,771","138,690",,0.57%
2016-05-18,"138,658","139,614","139,932","138,212",,-0.73%
2016-05-19,"137,951","138,595","138,940","136,759",,-0.51%
2016-05-20,"137,940","137,888","139,064","137,785",,-0.01%
2016-05-23,"136,462","137,810","138,054","136,018",,-1.07%
2016-05-24,"134,958","136,360","136,776","134,803",,-1.10%
2016-05-25,"134,930","134,890","135,520","134,284",,-0.02%
2016-05-26,"133,930","134,824","135,392","133,681",,-0.74%
2016-05-27,"133,649","133,880","134,394","132,975",,-0.21%
2016-05-30,"133,976","133,821","134,585","132,974",,0.24%
2016-05-31,"134,540","133,898","135,137","133,886",,0.42%
2016-06-01,"132,917","134,442","135,250","132,124",,-1.21%
2016-06-02,"131,830","132,782","133,023","131,312",,-0.82%
2016-06-03,"132,570","131,780","133,383","130,959",,0.56%
2016-06-06,"133,932","132,408","134,114","132,253",,1.03%
2016-06-07,"133,539","133,885","134,222","132,868",,-0.29%
2016-06-08,"135,031","133,453","135,197","132,928",,1.12%
2016-06-09,"135,920","134,958","136,148","133,715",,0.66%
2016-06-10,"136,321","135,858","136,600","135,071",,0.29%
2016-06-13,"136,424","136,169","136,811","134,775",,0.08%
2016-06-14,"136,448","136,388","136,653","135,079",,0.02%
2016-06-15,"136,918","136,387","137,281","135,558",,0.34%
2016-06-16,"133,345","136,858","137,528","133,209",,-2.61%
2016-06-17,"135,217","133,293","135,507","133,242",,1.40%
2016-06-20,"134,092","135,442","136,100","133,559",,-0.83%
2016-06-21,"132,864","134,005","134,418","132,310",,-0.92%
2016-06-22,"132,209","132,804","133,172","131,832",,-0.49%
2016-06-23,"133,294","132,148","134,188","131,841",,0.82%
2016-06-24,"134,533","133,220","136,562","128,804",,0.93%
2016-06-27,"135,136","134,297","136,502","133,495",,0.45%
2016-06-28,"134,873","135,061","135,217","133,499",,-0.19%
2016-06-29,"135,616","134,819","136,265","134,488",,0.55%
2016-06-30,"136,568","135,543","136,796","134,534",,0.70%
2016-07-01,"137,619","136,474","137,922","135,837",,0.77%
2016-07-04,"138,543","137,559","139,376","137,235",,0.67%
2016-07-05,"137,954","138,484","138,567","136,311",,-0.42%
2016-07-06,"138,197","137,901","138,689","137,356",,0.18%
2016-07-07,"137,128","138,137","138,604","136,215",,-0.77%
2016-07-08,"137,425","137,054","137,507","135,504",,0.22%
2016-07-11,"139,327","137,255","139,757","137,255",,1.38%
2016-07-12,"139,418","139,265","140,691","138,734",,0.07%
2016-07-13,"140,321","139,342","140,464","138,618",,0.65%
2016-07-14,"140,636","140,259","140,953","139,426",,0.22%
2016-07-15,"140,267","140,573","141,533","139,606",,-0.26%
2016-07-18,"141,065","140,914","141,470","139,773",,0.57%
2016-07-19,"141,373","140,995","141,831","140,219",,0.22%
2016-07-20,"140,621","141,310","141,722","139,988",,-0.53%
2016-07-21,"140,853","140,523","141,358","139,233",,0.16%
2016-07-22,"140,262","140,788","141,446","139,765",,-0.42%
2016-07-25,"139,166","140,252","140,837","138,842",,-0.78%
2016-07-26,"138,192","139,130","139,400","137,173",,-0.70%
2016-07-27,"141,231","138,108","141,298","138,007",,2.20%
2016-07-28,"140,618","141,161","141,269","139,624",,-0.43%
2016-07-29,"137,878","140,545","140,725","137,631",,-1.95%
2016-08-01,"138,562","137,828","138,805","137,662",,0.50%
2016-08-02,"137,589","138,505","138,876","137,344",,-0.70%
2016-08-03,"137,502","137,520","138,290","137,179",,-0.06%
2016-08-04,"137,779","137,454","138,086","136,586",,0.20%
2016-08-05,"136,018","137,713","138,109","135,777",,-1.28%
2016-08-08,"136,807","135,845","137,225","135,820",,0.58%
2016-08-09,"136,616","136,806","136,898","136,017",,-0.14%
2016-08-10,"136,398","136,598","137,462","135,989",,-0.16%
2016-08-11,"136,505","136,393","137,166","135,858",,0.08%
2016-08-12,"135,350","136,479","137,298","135,030",,-0.85%
2016-08-15,"135,617","135,133","135,938","135,078",,0.20%
2016-08-16,"135,018","135,609","136,124","134,537",,-0.44%
2016-08-17,"135,231","135,063","135,894","134,474",,0.16%
2016-08-18,"135,087","135,230","135,776","134,769",,-0.11%
2016-08-19,"134,476","135,076","135,450","134,130",,-0.45%
2016-08-22,"134,346","134,737","135,381","133,993",,-0.10%
2016-08-23,"134,081","134,347","134,577","133,895",,-0.20%
2016-08-24,"133,017","134,076","134,523","132,910",,-0.79%
2016-08-25,"132,890","133,004","133,448","132,550",,-0.10%
2016-08-26,"134,545","132,901","134,795","132,711",,1.25%
2016-08-29,"134,861","134,537","135,386","134,115",,0.23%
2016-08-30,"135,005","134,884","135,793","134,766",,0.11%
2016-08-31,"135,373","134,991","135,842","134,921",,0.27%
2016-09-01,"135,655","135,378","136,193","134,952",,0.21%
2016-09-02,"137,797","135,654","138,001","135,418",,1.58%
2016-09-05,"137,267","137,782","138,021","136,887",,-0.38%
2016-09-06,"137,705","137,233","138,155","136,869",,0.32%
2016-09-07,"136,858","137,685","137,861","136,459",,-0.61%
2016-09-08,"137,161","136,876","137,255","136,431",,0.22%
2016-09-09,"136,410","137,188","137,816","136,303",,-0.55%
2016-09-12,"135,226","136,383","136,529","134,331",,-0.87%
2016-09-13,"135,281","135,230","135,832","134,786",,0.04%
2016-09-14,"135,506","135,269","136,642","135,202",,0.17%
2016-09-15,"134,241","135,484","135,784","133,984",,-0.93%
2016-09-16,"134,050","134,251","134,415","133,384",,-0.14%
2016-09-19,"133,881","133,952","134,557","133,539",,-0.13%
2016-09-20,"133,728","133,928","134,389","133,490",,-0.11%
2016-09-21,"134,107","133,744","135,513","132,922",,0.28%
2016-09-22,"134,733","134,149","135,506","133,491",,0.47%
2016-09-23,"135,090","134,703","135,381","134,457",,0.27%
2016-09-26,"134,245","135,106","135,261","133,940",,-0.63%
2016-09-27,"133,319","134,213","134,940","132,967",,-0.69%
2016-09-28,"133,020","133,323","133,611","132,614",,-0.22%
2016-09-29,"133,393","133,050","134,572","132,984",,0.28%
2016-09-30,"133,366","133,374","134,475","133,167",,-0.02%
2016-10-03,"133,354","133,454","133,959","133,008",,-0.01%
2016-10-04,"130,501","133,339","134,304","130,134",,-2.14%
2016-10-05,"131,110","130,495","131,699","130,257",,0.47%
2016-10-06,"130,418","131,089","131,541","130,027",,-0.53%
2016-10-07,"129,361","130,420","130,706","128,335",,-0.81%
2016-10-10,"130,516","129,677","130,787","129,372",,0.89%
2016-10-11,"129,725","130,524","131,139","129,473",,-0.61%
2016-10-12,"130,818","129,720","131,019","129,572",,0.84%
2016-10-13,"130,461","130,814","131,259","129,981",,-0.27%
2016-10-14,"130,291","130,443","131,230","130,148",,-0.13%
2016-10-17,"130,492","130,095","130,894","130,082",,0.15%
2016-10-18,"131,165","130,525","131,483","130,164",,0.52%
2016-10-19,"131,322","131,140","131,607","130,465",,0.12%
2016-10-20,"131,586","131,305","132,120","131,143",,0.20%
2016-10-21,"131,533","131,617","131,960","131,070",,-0.04%
2016-10-24,"131,736","131,521","132,292","131,172",,0.15%
2016-10-25,"132,805","131,732","133,152","131,669",,0.81%
2016-10-26,"132,370","132,797","133,149","132,215",,-0.33%
2016-10-27,"133,561","132,352","133,829","132,123",,0.90%
2016-10-28,"133,635","133,553","134,435","132,962",,0.06%
2016-10-31,"133,895","133,585","134,088","133,024",,0.19%
2016-11-01,"134,179","133,958","135,258","133,682",,0.21%
2016-11-02,"133,960","134,152","135,121","133,731",,-0.16%
2016-11-03,"134,148","133,960","134,491","132,659",,0.14%
2016-11-04,"134,505","134,169","134,625","133,732",,0.27%
2016-11-07,"133,883","134,515","136,236","133,643",,-0.46%
2016-11-08,"134,142","133,864","135,176","133,702",,0.19%
2016-11-09,"135,051","134,101","136,078","133,398",,0.68%
2016-11-10,"134,530","135,060","137,054","133,883",,-0.39%
2016-11-11,"130,774","134,496","134,966","130,026",,-2.79%
2016-11-14,"132,408","130,648","132,789","130,301",,1.25%
2016-11-15,"134,150","132,433","134,261","132,149",,1.32%
2016-11-16,"133,524","134,151","134,620","133,487",,-0.47%
2016-11-17,"133,949","133,531","134,706","133,168",,0.32%
2016-11-18,"134,108","133,929","134,320","133,138",,0.12%
2016-11-21,"134,545","134,127","135,023","133,819",,0.33%
2016-11-22,"134,735","134,511","135,238","134,147",,0.14%
2016-11-23,"133,608","134,717","134,962","133,186",,-0.84%
2016-11-24,"134,195","133,683","134,570","133,250",,0.44%
2016-11-25,"133,845","134,189","134,650","133,369",,-0.26%
2016-11-28,"133,573","133,830","134,387","133,295",,-0.20%
2016-11-29,"133,547","133,501","134,278","133,228",,-0.02%
2016-11-30,"134,310","133,534","134,509","133,358",,0.57%
2016-12-01,"133,681","134,308","134,652","133,005",,-0.47%
2016-12-02,"133,686","133,692","134,039","133,032",,0.00%
2016-12-05,"133,283","133,685","134,522","132,629",,-0.30%
2016-12-06,"133,413","133,307","133,909","132,994",,0.10%
2016-12-07,"133,555","133,389","134,588","133,193",,0.11%
2016-12-08,"133,507","133,543","134,047","133,243",,-0.04%
2016-12-09,"133,617","133,469","134,301","133,269",,0.08%
2016-12-12,"133,711","133,459","134,244","133,253",,0.07%
2016-12-13,"133,417","133,697","134,045","133,109",,-0.22%
2016-12-14,"133,794","133,413","134,533","133,233",,0.28%
2016-12-15,"133,364","133,732","134,465","132,720",,-0.32%
2016-12-16,"133,804","133,322","134,252","133,235",,0.33%
2016-12-19,"133,326","133,689","133,961","132,900",,-0.36%
2016-12-20,"133,418","133,370","134,038","132,988",,0.07%
2016-12-21,"132,861","133,412","133,755","132,827",,-0.42%
2016-12-22,"132,667","132,942","133,371","132,655",,-0.15%
2016-12-23,"133,016","132,618","133,206","132,561",,0.26%
2016-12-26,"132,774","132,993","133,072","132,608",,-0.18%
2016-12-27,"133,738","132,838","134,918","132,815",,0.73%
2016-12-28,"133,860","133,727","134,619","133,704",,0.09%
2016-12-29,"134,948","133,804","135,259","133,377",,0.81%
2016-12-30,"134,645","134,946","135,847","134,301",,-0.22%
2017-01-02,"135,406","134,831","135,591","134,463",,0.57%
2017-01-03,"136,474","135,418","136,760","134,897",,0.79%
2017-01-04,"136,373","136,467","137,401","136,030",,-0.07%
2017-01-05,"136,119","136,402","137,057","136,088",,-0.19%
2017-01-06,"137,131","136,072","137,339","135,839",,0.74%
2017-01-09,"137,026","137,132","138,092","137,002",,-0.08%
2017-01-10,"137,488","137,030","137,629","136,574",,0.34%
2017-01-11,"137,552","137,502","138,402","136,496",,0.05%
2017-01-12,"137,150","137,569","137,929","136,793",,-0.29%
2017-01-13,"137,168","137,167","137,634","136,881",,0.01%
2017-01-16,"137,403","137,189","137,606","136,650",,0.17%
2017-01-17,"137,061","137,400","137,832","136,898",,-0.25%
2017-01-18,"138,113","137,104","138,276","137,032",,0.77%
2017-01-19,"138,391","138,003","138,665","137,521",,0.20%
2017-01-20,"138,663","138,397","138,962","138,111",,0.20%
2017-01-23,"137,297","138,366","138,620","137,273",,-0.99%
2017-01-24,"137,586","137,292","137,870","137,069",,0.21%
2017-01-25,"135,970","137,608","137,843","135,786",,-1.17%
2017-01-26,"136,122","135,966","136,506","135,592",,0.11%
2017-01-27,"137,129","136,132","137,217","135,872",,0.74%
2017-01-30,"135,983","137,122","137,182","135,675",,-0.84%
2017-01-31,"136,545","135,985","137,085","135,889",,0.41%
2017-02-01,"137,027","136,533","137,498","136,327",,0.35%
2017-02-02,"137,166","137,015","137,542","136,684",,0.10%
2017-02-03,"137,487","137,082","137,540","136,322",,0.23%
2017-02-06,"138,078","137,176","138,201","137,042",,0.43%
2017-02-07,"138,597","138,123","138,753","137,749",,0.38%
2017-02-08,"139,090","138,533","139,150","138,239",,0.36%
2017-02-09,"139,218","139,038","139,862","138,633",,0.09%
2017-02-10,"139,721","139,199","139,998","138,859",,0.36%
2017-02-13,"139,420","139,902","140,410","138,994",,-0.22%
2017-02-14,"140,390","139,390","140,551","139,184",,0.70%
2017-02-15,"140,766","140,371","140,895","139,839",,0.27%
2017-02-16,"140,338","140,778","141,071","140,261",,-0.30%
2017-02-17,"139,434","140,302","140,522","139,371",,-0.64%
2017-02-20,"140,061","139,450","140,246","139,311",,0.45%
2017-02-21,"140,503","140,044","140,684","139,463",,0.32%
2017-02-22,"140,202","140,502","140,672","139,672",,-0.21%
2017-02-23,"140,665","140,216","141,031","139,911",,0.33%
2017-02-24,"141,017","140,682","141,521","140,638",,0.25%
2017-02-27,"141,214","140,866","141,791","140,674",,0.14%
2017-02-28,"140,792","141,242","141,483","139,868",,-0.30%
2017-03-01,"142,100","140,786","142,192","140,602",,0.93%
2017-03-02,"141,233","142,099","142,430","140,950",,-0.61%
2017-03-03,"140,729","141,196","141,481","140,051",,-0.36%
2017-03-06,"139,574","140,765","140,926","139,526",,-0.82%
2017-03-07,"138,592","139,553","139,876","138,411",,-0.70%
2017-03-08,"138,152","138,611","138,979","138,088",,-0.32%
2017-03-09,"138,037","138,153","138,767","137,787",,-0.08%
2017-03-10,"138,222","137,994","138,888","137,836",,0.13%
2017-03-13,"138,359","138,371","138,892","137,989",,0.10%
2017-03-14,"137,588","138,353","138,793","137,386",,-0.56%
2017-03-15,"138,310","137,594","138,603","136,719",,0.52%
2017-03-16,"139,012","138,249","139,759","138,167",,0.51%
2017-03-17,"138,555","139,026","139,351","138,368",,-0.33%
2017-03-20,"138,882","138,519","139,190","138,360",,0.24%
2017-03-21,"139,098","138,841","139,552","138,270",,0.16%
2017-03-22,"138,853","139,046","139,321","138,381",,-0.18%
